sample       total_count  b_cell%    cd8_t_cell%  cd4_t_cell%  nk_cell%   monocyte%   
sample05350  102545       13.92      20.66        40.21        11.66      13.54       
sample05351  100840       9.85       21.97        34.09        14.04      20.05       
sample05352  93424        9.07       22.73        26.88        11.73      29.59       
sample05353  94694        15.07      27.92        23.23        11.6       22.18       
sample05354  92588        6.78       28.11        18.04        21.7       25.37       
sample05355  96341        8.75       23.29        29.19        14.27      24.5        
sample05356  98265        12.81      18.91        30.32        16.35      21.62       
sample05357  99962        13.49      26.19        33.09        10.13      17.09       
sample05358  101129       11.95      22.85        27.59        14.71      22.91       
sample05359  108505       16.25      19.34        34.71        11.3       18.4        
sample05360  104568       8.75       34.17        30.72        11.53      14.83       
sample05361  97196        6.64       29.81        28.66        18.93      15.96       
sample05362  108179       10.92      24.7         39.97        9.0        15.42       
sample05363  104790       8.4        22.3         31.5         16.21      21.59       
sample05364  102355       9.54       20.94        32.99        12.1       24.42       
sample05365  99208        11.98      35.0         16.91        17.15      18.95       
sample05366  97896        7.28       25.02        25.21        16.24      26.24       
sample05367  103924       11.8       20.03        35.64        13.56      18.97       
sample05368  90899        10.33      25.55        30.09        15.07      18.95       
sample05369  108062       9.6        30.32        32.43        12.5       15.14       
sample05370  104636       8.86       29.71        29.81        11.0       20.61       
sample05371  104350       6.53       19.99        35.85        10.31      27.32       
sample05372  95514        11.29      18.52        34.76        15.17      20.27       
sample05373  95817        12.14      25.5         29.49        11.22      21.65       
sample05374  95151        9.39       26.38        25.44        19.02      19.77       
sample05375  92526        9.48       24.11        32.14        15.18      19.1        
sample05376  101880       10.26      34.67        29.13        12.49      13.45       
sample05377  100959       7.59       25.17        36.83        11.0       19.41       
sample05378  100913       11.5       19.91        24.31        21.07      23.21       
sample05379  93702        13.93      29.12        19.76        14.75      22.44       
sample05380  104506       11.72      19.82        32.83        14.16      21.47       
sample05381  97640        4.97       29.28        37.58        7.32       20.84       
sample05382  101229       11.4       25.86        27.48        15.93      19.33       
sample05383  97683        9.62       23.83        32.01        10.48      24.06       
sample05384  96253        8.25       27.27        32.43        9.64       22.41       
sample05385  105680       12.39      26.92        27.21        16.19      17.28       
sample05386  97828        10.5       28.68        23.88        16.64      20.29       
